df83f2b6833e0199d23edb4dca4c8a91,1493856421,521018.721067,56689.252049,11.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856424,521056.558073,56687.466262,12.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856427,521094.395246,56685.680474,12.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856430,521131.119721,56683.894687,12.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856433,521158.941398,56682.1089,9.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856436,521178.973061,56681.216006,6.7,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856439,521194.553275,56680.323113,5.2,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856442,521207.907768,56680.323113,4.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856445,521217.92365,56679.430219,3.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856448,521229.052423,56679.430219,3.7,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856451,521239.06833,56678.537325,3.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856454,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856457,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856460,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856463,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856466,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856469,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856472,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856475,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856478,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856481,521241.294089,56678.537325,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856484,521247.971369,56678.537325,2.2,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856487,521261.325945,56677.644432,4.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856490,521276.906309,56676.751538,5.2,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856493,521289.148044,56675.858644,4.1,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856496,521294.712475,56675.858644,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856499,521301.389796,56675.858644,2.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856502,521309.180011,56674.965751,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856505,521314.744455,56674.965751,1.9,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856508,521323.647572,56674.072857,3.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856511,521338.115158,56673.179964,4.8,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856514,521367.050402,56672.28707,9.7,1,
